county	date	positive
Wharton	20200526	55
Wheeler	20200526	15
Wichita	20200526	82
Wilbarger	20200526	6
Willacy	20200526	14
Williamson	20200526	565
Wilson	20200526	38
Winkler	20200526	3
Wise	20200526	45
Wood	20200526	23
Yoakum	20200526	3
Young	20200526	4
Zapata	20200526	8
Zavala	20200526	11
Anderson	20200527	66
Andrews	20200527	27
Angelina	20200527	193
Aransas	20200527	5
Archer	20200527	1
Armstrong	20200527	2
Atascosa	20200527	35
Austin	20200527	24
Bailey	20200527	14
Bandera	20200527	6
Bastrop	20200527	190
Baylor	20200527	0
Bee	20200527	9
Bell	20200527	329
Bexar	20200527	2480
Blanco	20200527	8
Borden	20200527	0
Bosque	20200527	6
Bowie	20200527	156
Brazoria	20200527	853
Brazos	20200527	444
Brewster	20200527	1
Briscoe	20200527	1
Brooks	20200527	1
Brown	20200527	57
Burleson	20200527	22
Burnet	20200527	30
Caldwell	20200527	52
Calhoun	20200527	37
Callahan	20200527	9
Cameron	20200527	711
Camp	20200527	58
Carson	20200527	6
Cass	20200527	25
Castro	20200527	32
Chambers	20200527	62
Cherokee	20200527	44
Childress	20200527	2
Clay	20200527	3
Cochran	20200527	1
Coke	20200527	1
Coleman	20200527	2
Collin	20200527	1189
Collingsworth	20200527	5
Colorado	20200527	21
Comal	20200527	83
Comanche	20200527	9
Concho	20200527	1
Cooke	20200527	13
Coryell	20200527	227
Cottle	20200527	4
Crane	20200527	22
Crockett	20200527	0
Crosby	20200527	3
Culberson	20200527	0
Dallam	20200527	22
Dallas	20200527	9188
Dawson	20200527	40
Deaf Smith	20200527	158
Delta	20200527	1
Denton	20200527	1255
DeWitt	20200527	17
Dickens	20200527	1
Dimmit	20200527	1
Donley	20200527	26
Duval	20200527	5
Eastland	20200527	6
Ector	20200527	152
Edwards	20200527	0
Ellis	20200527	290
El Paso	20200527	2461
Erath	20200527	16
Falls	20200527	6
Fannin	20200527	37
Fayette	20200527	32
Fisher	20200527	2
Floyd	20200527	7
Foard	20200527	0
Fort Bend	20200527	1732
Franklin	20200527	13
Freestone	20200527	10
Frio	20200527	37
Gaines	20200527	7
Galveston	20200527	763
Garza	20200527	5
Gillespie	20200527	5
Glasscock	20200527	1
Goliad	20200527	7
Gonzales	20200527	100
Gray	20200527	96
Grayson	20200527	310
Gregg	20200527	197
Grimes	20200527	111
Guadalupe	20200527	124
Hale	20200527	56
Hall	20200527	2
Hamilton	20200527	7
Hansford	20200527	18
Hardeman	20200527	1
Hardin	20200527	136
Harris	20200527	11281
Harrison	20200527	236
Hartley	20200527	11
Haskell	20200527	2
Hays	20200527	279
Hemphill	20200527	1
Henderson	20200527	56
Hidalgo	20200527	516
Hill	20200527	24
Hockley	20200527	27
Hood	20200527	26
Hopkins	20200527	21
Houston	20200527	40
Howard	20200527	6
Hudspeth	20200527	1
Hunt	20200527	76
Hutchinson	20200527	30
Irion	20200527	0
Jack	20200527	4
Jackson	20200527	17
Jasper	20200527	28
Jeff Davis	20200527	0
Jefferson	20200527	506
Jim Hogg	20200527	4
Jim Wells	20200527	9
Johnson	20200527	158
Jones	20200527	101
Karnes	20200527	4
Kaufman	20200527	199
Kendall	20200527	28
Kenedy	20200527	0
Kent	20200527	0
Kerr	20200527	17
Kimble	20200527	1
King	20200527	0
Kinney	20200527	0
Kleberg	20200527	16
Knox	20200527	1
Lamar	20200527	134
Lamb	20200527	16
Lampasas	20200527	8
La Salle	20200527	4
Lavaca	20200527	11
Lee	20200527	11
Leon	20200527	9
Liberty	20200527	80
Limestone	20200527	23
Lipscomb	20200527	2
Live Oak	20200527	9
Llano	20200527	3
Loving	20200527	0
Lubbock	20200527	674
Lynn	20200527	6
McCulloch	20200527	3
McLennan	20200527	112
McMullen	20200527	0
Madison	20200527	8
Marion	20200527	16
Martin	20200527	3
Mason	20200527	31
Matagorda	20200527	65
Maverick	20200527	97
Medina	20200527	68
Menard	20200527	0
Midland	20200527	125
Milam	20200527	28
Mills	20200527	1
Mitchell	20200527	1
Montague	20200527	9
Montgomery	20200527	913
Moore	20200527	518
Morris	20200527	22
Motley	20200527	1
Nacogdoches	20200527	261
Navarro	20200527	49
Newton	20200527	4
Nolan	20200527	2
Nueces	20200527	266
Ochiltree	20200527	43
Oldham	20200527	3
Orange	20200527	96
Palo Pinto	20200527	11
Panola	20200527	173
Parker	20200527	68
Parmer	20200527	54
Pecos	20200527	27
Polk	20200527	53
Potter	20200527	2251
Presidio	20200527	1
Rains	20200527	3
Randall	20200527	652
Reagan	20200527	1
Real	20200527	0
Red River	20200527	50
Reeves	20200527	7
Refugio	20200527	3
Roberts	20200527	2
Robertson	20200527	7
Rockwall	20200527	156
Runnels	20200527	2
Rusk	20200527	44
Sabine	20200527	5
San Augustine	20200527	31
San Jacinto	20200527	14
San Patricio	20200527	29
San Saba	20200527	1
Schleicher	20200527	0
Scurry	20200527	2
Shackelford	20200527	1
Shelby	20200527	187
Sherman	20200527	22
Smith	20200527	199
Somervell	20200527	0
Starr	20200527	26
Stephens	20200527	4
Sterling	20200527	0
Stonewall	20200527	0
Sutton	20200527	0
Swisher	20200527	17
Tarrant	20200527	5039
Taylor	20200527	230
Terrell	20200527	0
Terry	20200527	13
Throckmorton	20200527	0
Titus	20200527	347
Tom Green	20200527	64
Travis	20200527	2984
Trinity	20200527	13
Tyler	20200527	11
Upshur	20200527	19
Upton	20200527	0
Uvalde	20200527	6
Val Verde	20200527	14
Van Zandt	20200527	30
Victoria	20200527	157
Walker	20200527	716
Waller	20200527	56
Ward	20200527	1
Washington	20200527	196
Webb	20200527	521
Wharton	20200527	56
Wheeler	20200527	15
Wichita	20200527	84
Wilbarger	20200527	6
Willacy	20200527	15
Williamson	20200527	584
Wilson	20200527	38
Winkler	20200527	3
Wise	20200527	45
Wood	20200527	25
Yoakum	20200527	3
Young	20200527	4
Zapata	20200527	8
Zavala	20200527	11
Anderson	20200528	66
Andrews	20200528	27
Angelina	20200528	201
Aransas	20200528	5
Archer	20200528	1
Armstrong	20200528	2
Atascosa	20200528	35
Austin	20200528	24
Bailey	20200528	14
Bandera	20200528	6
Bastrop	20200528	196
Baylor	20200528	0
Bee	20200528	9
Bell	20200528	335
Bexar	20200528	2525
Blanco	20200528	8
Borden	20200528	0
Bosque	20200528	6
Bowie	20200528	189
Brazoria	20200528	861
Brazos	20200528	455
Brewster	20200528	1
Briscoe	20200528	1
Brooks	20200528	1
Brown	20200528	57
Burleson	20200528	23
Burnet	20200528	32
Caldwell	20200528	57
Calhoun	20200528	37
Callahan	20200528	9
Cameron	20200528	731
Camp	20200528	74
Carson	20200528	6
Cass	20200528	29
Castro	20200528	32
Chambers	20200528	62
Cherokee	20200528	44
Childress	20200528	2
Clay	20200528	3
Cochran	20200528	1
Coke	20200528	1
Coleman	20200528	3
Collin	20200528	1217
Collingsworth	20200528	5
Colorado	20200528	22
Comal	20200528	87
Comanche	20200528	9
Concho	20200528	1
Cooke	20200528	13
Coryell	20200528	227
Cottle	20200528	4
Crane	20200528	22
Crockett	20200528	0
Crosby	20200528	3
Culberson	20200528	0
Dallam	20200528	24
Dallas	20200528	9385
Dawson	20200528	40
Deaf Smith	20200528	161
Delta	20200528	1
Denton	20200528	1285
DeWitt	20200528	17
Dickens	20200528	1
Dimmit	20200528	1
Donley	20200528	26
Duval	20200528	5
Eastland	20200528	6
Ector	20200528	152
Edwards	20200528	0
Ellis	20200528	305
El Paso	20200528	2569
Erath	20200528	16
Falls	20200528	6
Fannin	20200528	37
Fayette	20200528	34
Fisher	20200528	2
Floyd	20200528	8
Foard	20200528	0
Fort Bend	20200528	1766
Franklin	20200528	13
Freestone	20200528	10
Frio	20200528	37
Gaines	20200528	7
Galveston	20200528	779
Garza	20200528	5
Gillespie	20200528	5
Glasscock	20200528	1
Goliad	20200528	7
Gonzales	20200528	111
Gray	20200528	96
Grayson	20200528	316
Gregg	20200528	201
Grimes	20200528	113
Guadalupe	20200528	126
Hale	20200528	56
Hall	20200528	2
Hamilton	20200528	7
Hansford	20200528	18
Hardeman	20200528	1
Hardin	20200528	137
Harris	20200528	11542
Harrison	20200528	239
Hartley	20200528	11
Haskell	20200528	2
Hays	20200528	297
Hemphill	20200528	1
Henderson	20200528	57
Hidalgo	20200528	537
Hill	20200528	24
Hockley	20200528	27
Hood	20200528	26
Hopkins	20200528	24
Houston	20200528	49
Howard	20200528	7
Hudspeth	20200528	1
Hunt	20200528	76
Hutchinson	20200528	34
Irion	20200528	0
Jack	20200528	4
Jackson	20200528	18
Jasper	20200528	28
Jeff Davis	20200528	0
Jefferson	20200528	518
Jim Hogg	20200528	4
Jim Wells	20200528	9
Johnson	20200528	165
Jones	20200528	323
Karnes	20200528	4
Kaufman	20200528	203
Kendall	20200528	28
Kenedy	20200528	0
Kent	20200528	0
Kerr	20200528	17
Kimble	20200528	1
King	20200528	0
Kinney	20200528	0
Kleberg	20200528	16
Knox	20200528	1
Lamar	20200528	136
Lamb	20200528	16
Lampasas	20200528	8
La Salle	20200528	4
Lavaca	20200528	11
Lee	20200528	21
Leon	20200528	10
Liberty	20200528	81
Limestone	20200528	23
Lipscomb	20200528	2
Live Oak	20200528	9
Llano	20200528	3
Loving	20200528	0
Lubbock	20200528	677
Lynn	20200528	6
McCulloch	20200528	3
McLennan	20200528	113
McMullen	20200528	0
Madison	20200528	8
Marion	20200528	16
Martin	20200528	3
Mason	20200528	31
Matagorda	20200528	66
Maverick	20200528	97
Medina	20200528	69
Menard	20200528	0
Midland	20200528	126
Milam	20200528	28
Mills	20200528	1
Mitchell	20200528	1
Montague	20200528	9
Montgomery	20200528	926
Moore	20200528	565
Morris	20200528	27
Motley	20200528	1
Nacogdoches	20200528	271
Navarro	20200528	49
Newton	20200528	4
Nolan	20200528	2
Nueces	20200528	268
Ochiltree	20200528	48
Oldham	20200528	3
Orange	20200528	96
Palo Pinto	20200528	11
Panola	20200528	174
Parker	20200528	70
Parmer	20200528	53
Pecos	20200528	56
Polk	20200528	54
Potter	20200528	2266
Presidio	20200528	1
Rains	20200528	3
Randall	20200528	655
Reagan	20200528	1
Real	20200528	0
Red River	20200528	50
Reeves	20200528	7
Refugio	20200528	3
Roberts	20200528	2
Robertson	20200528	7
Rockwall	20200528	159
Runnels	20200528	2
Rusk	20200528	45
Sabine	20200528	6
San Augustine	20200528	31
San Jacinto	20200528	14
San Patricio	20200528	32
San Saba	20200528	1
Schleicher	20200528	0
Scurry	20200528	2
Shackelford	20200528	1
Shelby	20200528	189
Sherman	20200528	23
Smith	20200528	200
Somervell	20200528	0
Starr	20200528	27
Stephens	20200528	4
Sterling	20200528	0
Stonewall	20200528	0
Sutton	20200528	0
Swisher	20200528	18
Tarrant	20200528	5190
Taylor	20200528	231
Terrell	20200528	0
Terry	20200528	13
Throckmorton	20200528	0
Titus	20200528	443
Tom Green	20200528	67
Travis	20200528	3057
Trinity	20200528	13
Tyler	20200528	11
Upshur	20200528	20
Upton	20200528	0
Uvalde	20200528	6
Val Verde	20200528	14
Van Zandt	20200528	30
Victoria	20200528	159
Walker	20200528	869
Waller	20200528	55
Ward	20200528	1
Washington	20200528	197
Webb	20200528	524
Wharton	20200528	57
Wheeler	20200528	15
Wichita	20200528	84
Wilbarger	20200528	6
Willacy	20200528	14
Williamson	20200528	588
Wilson	20200528	38
Winkler	20200528	3
Wise	20200528	45
Wood	20200528	26
Yoakum	20200528	3
Young	20200528	4
Zapata	20200528	8
Zavala	20200528	11
Anderson	20200529	72
Andrews	20200529	27
Angelina	20200529	203
Aransas	20200529	5
Archer	20200529	1
Armstrong	20200529	3
Atascosa	20200529	35
Austin	20200529	25
Bailey	20200529	16
Bandera	20200529	6
Bastrop	20200529	200
Baylor	20200529	0
Bee	20200529	9
Bell	20200529	345
Bexar	20200529	2583
Blanco	20200529	9
Borden	20200529	0
Bosque	20200529	6
Bowie	20200529	191
Brazoria	20200529	882
Brazos	20200529	463
Brewster	20200529	1
Briscoe	20200529	1
Brooks	20200529	1
Brown	20200529	58
Burleson	20200529	24
Burnet	20200529	35
Caldwell	20200529	63
Calhoun	20200529	37
Callahan	20200529	9
Cameron	20200529	743
Camp	20200529	81
Carson	20200529	6
Cass	20200529	29
Castro	20200529	32
Chambers	20200529	65
Cherokee	20200529	44
Childress	20200529	2
Clay	20200529	3
Cochran	20200529	1
Coke	20200529	1
Coleman	20200529	3
Collin	20200529	1236
Collingsworth	20200529	5
Colorado	20200529	22
Comal	20200529	90
Comanche	20200529	11
Concho	20200529	1
Cooke	20200529	14
Coryell	20200529	230
Cottle	20200529	4
Crane	20200529	22
Crockett	20200529	0
Crosby	20200529	3
Culberson	20200529	0
Dallam	20200529	25
Dallas	20200529	9587
Dawson	20200529	41
Deaf Smith	20200529	162
Delta	20200529	1
Denton	20200529	1318
DeWitt	20200529	17
Dickens	20200529	1
Dimmit	20200529	1
Donley	20200529	26
Duval	20200529	5
Eastland	20200529	6
Ector	20200529	152
Edwards	20200529	0
Ellis	20200529	309
El Paso	20200529	2623
Erath	20200529	16
Falls	20200529	6
Fannin	20200529	38
Fayette	20200529	34
Fisher	20200529	2
Floyd	20200529	11
Foard	20200529	0
Fort Bend	20200529	1783
Franklin	20200529	13
Freestone	20200529	10
Frio	20200529	37
Gaines	20200529	7
Galveston	20200529	788
Garza	20200529	5
Gillespie	20200529	5
Glasscock	20200529	1
Goliad	20200529	7
Gonzales	20200529	118
Gray	20200529	96
Grayson	20200529	323
Gregg	20200529	203
Grimes	20200529	114
Guadalupe	20200529	129
Hale	20200529	57
Hall	20200529	2
Hamilton	20200529	7
Hansford	20200529	18
Hardeman	20200529	1
Hardin	20200529	138
Harris	20200529	11770
Harrison	20200529	239
Hartley	20200529	11
Haskell	20200529	3
Hays	20200529	314
Hemphill	20200529	1
Henderson	20200529	57
Hidalgo	20200529	537
Hill	20200529	24
Hockley	20200529	27
Hood	20200529	27
Hopkins	20200529	24
Houston	20200529	52
Howard	20200529	8
Hudspeth	20200529	1
Hunt	20200529	79
Hutchinson	20200529	37
Irion	20200529	0
Jack	20200529	4
Jackson	20200529	18
Jasper	20200529	28
Jeff Davis	20200529	0
Jefferson	20200529	524
Jim Hogg	20200529	4
Jim Wells	20200529	9
Johnson	20200529	171
Jones	20200529	354
Karnes	20200529	4
Kaufman	20200529	217
Kendall	20200529	28
Kenedy	20200529	0
Kent	20200529	0
Kerr	20200529	18
Kimble	20200529	1
King	20200529	0
Kinney	20200529	0
Kleberg	20200529	16
Knox	20200529	1
Lamar	20200529	138
Lamb	20200529	16
Lampasas	20200529	8
La Salle	20200529	4
Lavaca	20200529	11
Lee	20200529	21
Leon	20200529	10
Liberty	20200529	90
Limestone	20200529	24
Lipscomb	20200529	2
Live Oak	20200529	9
Llano	20200529	3
Loving	20200529	0
Lubbock	20200529	680
Lynn	20200529	7
McCulloch	20200529	3
McLennan	20200529	117
McMullen	20200529	0
Madison	20200529	8
Marion	20200529	16
Martin	20200529	3
Mason	20200529	31
Matagorda	20200529	67
Maverick	20200529	109
Medina	20200529	71
Menard	20200529	0
Midland	20200529	128
Milam	20200529	28
Mills	20200529	1
Mitchell	20200529	1
Montague	20200529	9
Montgomery	20200529	940
Moore	20200529	602
Morris	20200529	28
Motley	20200529	1
Nacogdoches	20200529	270
Navarro	20200529	50
Newton	20200529	4
Nolan	20200529	2
Nueces	20200529	268
Ochiltree	20200529	49
Oldham	20200529	3
Orange	20200529	98
Palo Pinto	20200529	13
Panola	20200529	175
Parker	20200529	74
Parmer	20200529	55
Pecos	20200529	66
Polk	20200529	55
Potter	20200529	2276
Presidio	20200529	1
Rains	20200529	3
Randall	20200529	658
Reagan	20200529	2
Real	20200529	0
Red River	20200529	50
Reeves	20200529	7
Refugio	20200529	3
Roberts	20200529	2
Robertson	20200529	8
Rockwall	20200529	164
Runnels	20200529	3
Rusk	20200529	45
Sabine	20200529	6
San Augustine	20200529	37
San Jacinto	20200529	14
San Patricio	20200529	33
San Saba	20200529	1
Schleicher	20200529	0
Scurry	20200529	21
Shackelford	20200529	1
Shelby	20200529	189
Sherman	20200529	24
Smith	20200529	200
Somervell	20200529	0
Starr	20200529	33
Stephens	20200529	4
Sterling	20200529	0
Stonewall	20200529	0
Sutton	20200529	0
Swisher	20200529	18
Tarrant	20200529	5294
Taylor	20200529	232
Terrell	20200529	0
Terry	20200529	13
Throckmorton	20200529	0
Titus	20200529	464
Tom Green	20200529	67
Travis	20200529	3124
Trinity	20200529	13
Tyler	20200529	11
Upshur	20200529	21
Upton	20200529	0
Uvalde	20200529	7
Val Verde	20200529	18
Van Zandt	20200529	30
Victoria	20200529	160
Walker	20200529	869
Waller	20200529	56
Ward	20200529	1
Washington	20200529	198
Webb	20200529	535
Wharton	20200529	57
Wheeler	20200529	15
Wichita	20200529	84
Wilbarger	20200529	7
Willacy	20200529	15
Williamson	20200529	596
Wilson	20200529	38
Winkler	20200529	3
Wise	20200529	45
Wood	20200529	27
Yoakum	20200529	3
Young	20200529	4
Zapata	20200529	8
Zavala	20200529	11
Anderson	20200530	72
Andrews	20200530	27
Angelina	20200530	205
Aransas	20200530	5
Archer	20200530	1
Armstrong	20200530	3
Atascosa	20200530	35
Austin	20200530	25
Bailey	20200530	17
Bandera	20200530	6
Bastrop	20200530	204
Baylor	20200530	0
Bee	20200530	9
Bell	20200530	356
Bexar	20200530	2636
Blanco	20200530	10
Borden	20200530	0
Bosque	20200530	7
Bowie	20200530	197
Brazoria	20200530	894
Brazos	20200530	470
Brewster	20200530	1
Briscoe	20200530	1
Brooks	20200530	1
Brown	20200530	58
Burleson	20200530	24
Burnet	20200530	36
Caldwell	20200530	64
Calhoun	20200530	37
Callahan	20200530	9
Cameron	20200530	754
Camp	20200530	82
Carson	20200530	6
Cass	20200530	29
Castro	20200530	33
Chambers	20200530	67
Cherokee	20200530	44
Childress	20200530	2
Clay	20200530	3
Cochran	20200530	1
Coke	20200530	1
Coleman	20200530	3
Collin	20200530	1278
Collingsworth	20200530	5
Colorado	20200530	22
Comal	20200530	94
Comanche	20200530	12
Concho	20200530	1
Cooke	20200530	14
Coryell	20200530	231
Cottle	20200530	4
Crane	20200530	23
Crockett	20200530	0
Crosby	20200530	4
Culberson	20200530	0
Dallam	20200530	25
Dallas	20200530	9787
Dawson	20200530	42
Deaf Smith	20200530	164
Delta	20200530	1
Denton	20200530	1329
DeWitt	20200530	17
Dickens	20200530	1
Dimmit	20200530	1
Donley	20200530	26
Duval	20200530	5
Eastland	20200530	6
Ector	20200530	154
Edwards	20200530	0
Ellis	20200530	317
El Paso	20200530	2704
Erath	20200530	17
Falls	20200530	7
Fannin	20200530	41
Fayette	20200530	34
Fisher	20200530	2
Floyd	20200530	11
Foard	20200530	0
Fort Bend	20200530	1832
Franklin	20200530	15
Freestone	20200530	10
Frio	20200530	37
Gaines	20200530	7
Galveston	20200530	795
Garza	20200530	5
Gillespie	20200530	5
Glasscock	20200530	1
Goliad	20200530	7
Gonzales	20200530	121
Gray	20200530	98
Grayson	20200530	327
Gregg	20200530	213
Grimes	20200530	121
Guadalupe	20200530	132
Hale	20200530	57
Hall	20200530	2
Hamilton	20200530	8
Hansford	20200530	19
Hardeman	20200530	1
Hardin	20200530	138
Harris	20200530	12009
Harrison	20200530	244
Hartley	20200530	11
Haskell	20200530	3
Hays	20200530	329
Hemphill	20200530	1
Henderson	20200530	57
Hidalgo	20200530	548
Hill	20200530	24
Hockley	20200530	27
Hood	20200530	27
Hopkins	20200530	26
Houston	20200530	53
Howard	20200530	8
Hudspeth	20200530	2
Hunt	20200530	82
Hutchinson	20200530	36
Irion	20200530	0
Jack	20200530	4
Jackson	20200530	18
Jasper	20200530	29
Jeff Davis	20200530	0
Jefferson	20200530	533
Jim Hogg	20200530	4
Jim Wells	20200530	9
Johnson	20200530	175
Jones	20200530	401
Karnes	20200530	4
Kaufman	20200530	223
Kendall	20200530	29
Kenedy	20200530	0
Kent	20200530	0
Kerr	20200530	18
Kimble	20200530	1
King	20200530	0
Kinney	20200530	1
Kleberg	20200530	16
Knox	20200530	1
Lamar	20200530	138
Lamb	20200530	16
Lampasas	20200530	9
La Salle	20200530	4
Lavaca	20200530	12
Lee	20200530	25
Leon	20200530	10
Liberty	20200530	92
Limestone	20200530	24
Lipscomb	20200530	2
Live Oak	20200530	9
Llano	20200530	3
Loving	20200530	0
Lubbock	20200530	688
Lynn	20200530	7
McCulloch	20200530	3
McLennan	20200530	118
McMullen	20200530	0
Madison	20200530	8
Marion	20200530	16
Martin	20200530	3
Mason	20200530	32
Matagorda	20200530	67
Maverick	20200530	116
Medina	20200530	71
Menard	20200530	0
Midland	20200530	129
Milam	20200530	28
Mills	20200530	1
Mitchell	20200530	1
Montague	20200530	9
Montgomery	20200530	954
Moore	20200530	604
Morris	20200530	26
Motley	20200530	1
Nacogdoches	20200530	287
Navarro	20200530	55
Newton	20200530	5
Nolan	20200530	4
Nueces	20200530	268
Ochiltree	20200530	49
Oldham	20200530	3
Orange	20200530	98
Palo Pinto	20200530	13
Panola	20200530	178
Parker	20200530	76
Parmer	20200530	59
Pecos	20200530	66
Polk	20200530	56
Potter	20200530	2317
Presidio	20200530	1
Rains	20200530	3
Randall	20200530	671
Reagan	20200530	2
Real	20200530	0
Red River	20200530	66
Reeves	20200530	7
Refugio	20200530	3
Roberts	20200530	2
Robertson	20200530	8
Rockwall	20200530	167
Runnels	20200530	3
Rusk	20200530	52
Sabine	20200530	14
San Augustine	20200530	38
San Jacinto	20200530	14
San Patricio	20200530	33
San Saba	20200530	1
Schleicher	20200530	0
Scurry	20200530	24
Shackelford	20200530	1
Shelby	20200530	201
Sherman	20200530	24
Smith	20200530	204
Somervell	20200530	0
Starr	20200530	33
Stephens	20200530	4
Sterling	20200530	0
Stonewall	20200530	0
Sutton	20200530	0
Swisher	20200530	17
Tarrant	20200530	5379
Taylor	20200530	234
Terrell	20200530	0
Terry	20200530	13
Throckmorton	20200530	0
Titus	20200530	446
Tom Green	20200530	65
Travis	20200530	3186
Trinity	20200530	14
Tyler	20200530	12
Upshur	20200530	26
Upton	20200530	0
Uvalde	20200530	11
Val Verde	20200530	18
Van Zandt	20200530	31
Victoria	20200530	160
Walker	20200530	945
Waller	20200530	57
Ward	20200530	1
Washington	20200530	202
Webb	20200530	540
Wharton	20200530	57
Wheeler	20200530	15
Wichita	20200530	84
Wilbarger	20200530	7
Willacy	20200530	16
Williamson	20200530	605
Wilson	20200530	38
Winkler	20200530	3
Wise	20200530	46
Wood	20200530	29
Yoakum	20200530	3
Young	20200530	4
Zapata	20200530	9
Zavala	20200530	11
Anderson	20200531	72
Andrews	20200531	27
Angelina	20200531	205
Aransas	20200531	5
Archer	20200531	1
Armstrong	20200531	3
Atascosa	20200531	37
Austin	20200531	26
Bailey	20200531	17
Bandera	20200531	6
Bastrop	20200531	211
Baylor	20200531	0
Bee	20200531	9
Bell	20200531	362
Bexar	20200531	2825
Blanco	20200531	11
Borden	20200531	0
Bosque	20200531	7
Bowie	20200531	265
Brazoria	20200531	907
Brazos	20200531	477
Brewster	20200531	1
Briscoe	20200531	1
Brooks	20200531	1
Brown	20200531	58
Burleson	20200531	24
Burnet	20200531	37
Caldwell	20200531	65
Calhoun	20200531	37
Callahan	20200531	9
Cameron	20200531	764
Camp	20200531	83
Carson	20200531	6
Cass	20200531	29
Castro	20200531	33
Chambers	20200531	68
Cherokee	20200531	44
Childress	20200531	2
Clay	20200531	3
Cochran	20200531	1
Coke	20200531	1
Coleman	20200531	3
Collin	20200531	1297
Collingsworth	20200531	5
Colorado	20200531	22
Comal	20200531	94
Comanche	20200531	12
Concho	20200531	1
Cooke	20200531	14
Coryell	20200531	281
Cottle	20200531	4
Crane	20200531	23
Crockett	20200531	0
Crosby	20200531	4
Culberson	20200531	0
Dallam	20200531	25
Dallas	20200531	10006
Dawson	20200531	42
Deaf Smith	20200531	164
Delta	20200531	1
Denton	20200531	1357
DeWitt	20200531	17
Dickens	20200531	1
Dimmit	20200531	1
Donley	20200531	26
Duval	20200531	5
Eastland	20200531	6
Ector	20200531	154
Edwards	20200531	0
Ellis	20200531	317
El Paso	20200531	2764
Erath	20200531	17
Falls	20200531	7
Fannin	20200531	41
Fayette	20200531	34
Fisher	20200531	2
Floyd	20200531	11
Foard	20200531	0
Fort Bend	20200531	1861
Franklin	20200531	15
Freestone	20200531	10
Frio	20200531	37
Gaines	20200531	7
Galveston	20200531	807
Garza	20200531	5
Gillespie	20200531	5
Glasscock	20200531	1
Goliad	20200531	7
Gonzales	20200531	129
Gray	20200531	98
Grayson	20200531	333
Gregg	20200531	213
Grimes	20200531	215
Guadalupe	20200531	133
Hale	20200531	58
Hall	20200531	2
Hamilton	20200531	8
Hansford	20200531	19
Hardeman	20200531	1
Hardin	20200531	138
Harris	20200531	12220
Harrison	20200531	245
Hartley	20200531	11
Haskell	20200531	3
Hays	20200531	329
Hemphill	20200531	1
Henderson	20200531	57
Hidalgo	20200531	560
Hill	20200531	24
Hockley	20200531	27
Hood	20200531	27
Hopkins	20200531	26
Houston	20200531	114
Howard	20200531	8
Hudspeth	20200531	2
Hunt	20200531	88
Hutchinson	20200531	36
Irion	20200531	0
Jack	20200531	4
Jackson	20200531	18
Jasper	20200531	29
Jeff Davis	20200531	0
Jefferson	20200531	544
Jim Hogg	20200531	4
Jim Wells	20200531	9
Johnson	20200531	175
Jones	20200531	401
Karnes	20200531	4
Kaufman	20200531	223
Kendall	20200531	29
Kenedy	20200531	0
Kent	20200531	0
Kerr	20200531	19
Kimble	20200531	1
King	20200531	0
Kinney	20200531	1
Kleberg	20200531	16
Knox	20200531	1
Lamar	20200531	145
Lamb	20200531	16
Lampasas	20200531	9
La Salle	20200531	4
Lavaca	20200531	12
Lee	20200531	24
Leon	20200531	10
Liberty	20200531	95
Limestone	20200531	24
Lipscomb	20200531	2
Live Oak	20200531	9
Llano	20200531	3
Loving	20200531	0
Lubbock	20200531	691
Lynn	20200531	7
McCulloch	20200531	3
McLennan	20200531	118
McMullen	20200531	0
Madison	20200531	8
Marion	20200531	16
Martin	20200531	3
Mason	20200531	32
Matagorda	20200531	67
Maverick	20200531	116
Medina	20200531	73
Menard	20200531	0
Midland	20200531	129
Milam	20200531	28
Mills	20200531	1
Mitchell	20200531	1
Montague	20200531	9
Montgomery	20200531	954
Moore	20200531	686
Morris	20200531	26
Motley	20200531	1
Nacogdoches	20200531	287
Navarro	20200531	56
Newton	20200531	5
Nolan	20200531	4
Nueces	20200531	274
Ochiltree	20200531	49
Oldham	20200531	3
Orange	20200531	98
Palo Pinto	20200531	13
Panola	20200531	179
Parker	20200531	76
Parmer	20200531	59
Pecos	20200531	93
Polk	20200531	56
Potter	20200531	2321
Presidio	20200531	1
Rains	20200531	3
Randall	20200531	674
Reagan	20200531	2
Real	20200531	0
Red River	20200531	70
Reeves	20200531	7
Refugio	20200531	3
Roberts	20200531	2
Robertson	20200531	8
Rockwall	20200531	167
Runnels	20200531	3
Rusk	20200531	55
Sabine	20200531	14
San Augustine	20200531	38
San Jacinto	20200531	14
San Patricio	20200531	33
San Saba	20200531	1
Schleicher	20200531	0
Scurry	20200531	24
Shackelford	20200531	1
Shelby	20200531	201
Sherman	20200531	24
Smith	20200531	204
Somervell	20200531	0
Starr	20200531	33
Stephens	20200531	4
Sterling	20200531	0
Stonewall	20200531	0
Sutton	20200531	0
Swisher	20200531	17
Tarrant	20200531	5463
Taylor	20200531	235
Terrell	20200531	0
Terry	20200531	13
Throckmorton	20200531	0
Titus	20200531	451
Tom Green	20200531	69
Travis	20200531	3232
Trinity	20200531	15
Tyler	20200531	12
Upshur	20200531	26
Upton	20200531	0
Uvalde	20200531	12
Val Verde	20200531	18
Van Zandt	20200531	31
Victoria	20200531	160
Walker	20200531	1455
Waller	20200531	57
Ward	20200531	1
Washington	20200531	202
